track,trackid,track_uri,album_name,album_id,artist,duration,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Supernature Love (Album Rework),2xkseywUDXTeDvKgyWDu8n,1YO4QFTJRdvOgJ2lk7j9kW,Timelapse,2xkseywUDXTeDvKgyWDu8n,Digikid84,223333,FALSE,4,0.62,0.803,9,-5.814,0,0.0291,2.94e-4,0.394,0.122,0.402,124.969,audio_features,spotify:track:1YO4QFTJRdvOgJ2lk7j9kW,https://api.spotify.com/v1/tracks/1YO4QFTJRdvOgJ2lk7j9kW,https://api.spotify.com/v1/audio-analysis/1YO4QFTJRdvOgJ2lk7j9kW,223333,4
Do You Feel The Same? - Zac Samuel Remix,7i4jfhDW6wqYwMZJ5kcqxc,0GH8Y3PO3eIZkibrU57oyf,Do You Feel The Same?,7i4jfhDW6wqYwMZJ5kcqxc,Hercules & Love Affair,323134,FALSE,1,0.752,0.87,9,-6.486,0,0.057,0.021,0.0161,0.683,0.882,121.972,audio_features,spotify:track:0GH8Y3PO3eIZkibrU57oyf,https://api.spotify.com/v1/tracks/0GH8Y3PO3eIZkibrU57oyf,https://api.spotify.com/v1/audio-analysis/0GH8Y3PO3eIZkibrU57oyf,323135,4
Shooting Stars,1HPUrRUr6dg34UHoqUQx6a,2lZHCWCUkxLuQ5skJhkoyS,Bag Raiders (Deluxe),1HPUrRUr6dg34UHoqUQx6a,Bag Raiders,235813,FALSE,11,0.649,0.716,11,-6.232,1,0.0445,0.0879,0.03,0.0824,0.503,124.968,audio_features,spotify:track:2lZHCWCUkxLuQ5skJhkoyS,https://api.spotify.com/v1/tracks/2lZHCWCUkxLuQ5skJhkoyS,https://api.spotify.com/v1/audio-analysis/2lZHCWCUkxLuQ5skJhkoyS,235813,4
Moonshine,6Kfvysu2wo8xaREBUJ1c9o,39BsRpLhdBlS6ih51kXmKo,Kitsuné Maison Compilation 15,6Kfvysu2wo8xaREBUJ1c9o,Jake Bullit,233498,FALSE,0,0.796,0.648,7,-8.19,1,0.193,0.0352,0.0104,0.215,0.398,110.032,audio_features,spotify:track:39BsRpLhdBlS6ih51kXmKo,https://api.spotify.com/v1/tracks/39BsRpLhdBlS6ih51kXmKo,https://api.spotify.com/v1/audio-analysis/39BsRpLhdBlS6ih51kXmKo,233498,4
"Right Here, Right Now - Kenny Summit Club Mix",7uKyYDFEMjaqMKwHlDZdGn,7zh2B3PMYSb4XjY6yR7NfO,"Right Here, Right Now (Remixes)",7uKyYDFEMjaqMKwHlDZdGn,Giorgio Moroder,388186,FALSE,17,0.776,0.782,2,-7.377,1,0.0475,0.00183,0.548,0.0316,0.532,119.995,audio_features,spotify:track:7zh2B3PMYSb4XjY6yR7NfO,https://api.spotify.com/v1/tracks/7zh2B3PMYSb4XjY6yR7NfO,https://api.spotify.com/v1/audio-analysis/7zh2B3PMYSb4XjY6yR7NfO,388187,4
Continuum (Ghost of Venice Remix),4F01W5i9hbIfKxnZR9oIKh,6kweM1mIrO51x1EnLKCQGs,Relativity By Nite,4F01W5i9hbIfKxnZR9oIKh,Lemaitre,331707,FALSE,0,0.718,0.632,5,-6.563,0,0.0491,0.142,0.392,0.0553,0.777,122.986,audio_features,spotify:track:6kweM1mIrO51x1EnLKCQGs,https://api.spotify.com/v1/tracks/6kweM1mIrO51x1EnLKCQGs,https://api.spotify.com/v1/audio-analysis/6kweM1mIrO51x1EnLKCQGs,331707,4
Deezy Daisy (Oliver Nelson Remix),6Kfvysu2wo8xaREBUJ1c9o,160buu33RZ51M2SWjPpTDe,Kitsuné Maison Compilation 15,6Kfvysu2wo8xaREBUJ1c9o,Portland,268947,FALSE,0,0.689,0.721,5,-7.4,1,0.0346,0.0187,0.0152,0.168,0.743,117.003,audio_features,spotify:track:160buu33RZ51M2SWjPpTDe,https://api.spotify.com/v1/tracks/160buu33RZ51M2SWjPpTDe,https://api.spotify.com/v1/audio-analysis/160buu33RZ51M2SWjPpTDe,268947,4
Why - feat. Ruckazoid,19NUduOFqGk663l5vZuIfB,2iXT8FlznC63WX8EWyUqiO,By Your Side,19NUduOFqGk663l5vZuIfB,Breakbot,322040,FALSE,0,0.776,0.74,9,-6.408,0,0.0519,0.198,0,0.291,0.352,126.028,audio_features,spotify:track:2iXT8FlznC63WX8EWyUqiO,https://api.spotify.com/v1/tracks/2iXT8FlznC63WX8EWyUqiO,https://api.spotify.com/v1/audio-analysis/2iXT8FlznC63WX8EWyUqiO,322040,4
Santa Claus Goes Straight To The Ghetto,2t6GxVRo0HhWuMFm0XWvL2,4cJannWi0zsarKSNQDMbqv,Christmas On Death Row,2t6GxVRo0HhWuMFm0XWvL2,Nate Dogg,350106,TRUE,53,0.762,0.599,1,-6.665,1,0.191,0.0426,1.3e-6,0.437,0.873,79.377,audio_features,spotify:track:4cJannWi0zsarKSNQDMbqv,https://api.spotify.com/v1/tracks/4cJannWi0zsarKSNQDMbqv,https://api.spotify.com/v1/audio-analysis/4cJannWi0zsarKSNQDMbqv,350107,4
Last Christmas,6Mtye5lhYh1JtHenUkIsH6,0QPYn15U8IQHKcH2LDfrek,Christmas Hits,6Mtye5lhYh1JtHenUkIsH6,Wham!,266146,FALSE,44,0.735,0.645,11,-8.147,0,0.0273,0.277,0,0.458,0.881,106.753,audio_features,spotify:track:0QPYn15U8IQHKcH2LDfrek,https://api.spotify.com/v1/tracks/0QPYn15U8IQHKcH2LDfrek,https://api.spotify.com/v1/audio-analysis/0QPYn15U8IQHKcH2LDfrek,266147,4
Xmas On Soul,6Yfaff9em7z9TmO9QQscpw,0vSN3Lj7OwhB3w24GlFx8h,Christmas In The Dogghouse,6Yfaff9em7z9TmO9QQscpw,Snoop Dogg,244066,TRUE,39,0.676,0.511,6,-11.512,1,0.159,0.174,0,0.059,0.672,94.042,audio_features,spotify:track:0vSN3Lj7OwhB3w24GlFx8h,https://api.spotify.com/v1/tracks/0vSN3Lj7OwhB3w24GlFx8h,https://api.spotify.com/v1/audio-analysis/0vSN3Lj7OwhB3w24GlFx8h,244066,4
Merry Muthafuckin' Xmas,65bIyEn06DYO7oFkEYKOdl,0WtTqjocYc6CIfQFV1760X,5150 Home 4 Tha Sick,65bIyEn06DYO7oFkEYKOdl,Eazy-E,356240,TRUE,51,0.766,0.875,11,-5.209,1,0.309,0.0237,0,0.112,0.665,94.184,audio_features,spotify:track:0WtTqjocYc6CIfQFV1760X,https://api.spotify.com/v1/tracks/0WtTqjocYc6CIfQFV1760X,https://api.spotify.com/v1/audio-analysis/0WtTqjocYc6CIfQFV1760X,356240,4
Blue Christmas,2SNFtt0zYDVxc7YOfafOhu,12LZZSvBjSV43XxpqD2WoH,Elvis' Christmas Album,2SNFtt0zYDVxc7YOfafOhu,Elvis Presley,128870,FALSE,17,0.466,0.269,4,-16.687,1,0.0412,0.906,0.00162,0.132,0.569,92.641,audio_features,spotify:track:12LZZSvBjSV43XxpqD2WoH,https://api.spotify.com/v1/tracks/12LZZSvBjSV43XxpqD2WoH,https://api.spotify.com/v1/audio-analysis/12LZZSvBjSV43XxpqD2WoH,128871,4
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),6Mtye5lhYh1JtHenUkIsH6,1tW8pBxbcqYpwnNPvjx641,Christmas Hits,6Mtye5lhYh1JtHenUkIsH6,Frank Sinatra,155413,FALSE,28,0.639,0.345,2,-9.618,1,0.0639,0.915,0,0.334,0.818,142.182,audio_features,spotify:track:1tW8pBxbcqYpwnNPvjx641,https://api.spotify.com/v1/tracks/1tW8pBxbcqYpwnNPvjx641,https://api.spotify.com/v1/audio-analysis/1tW8pBxbcqYpwnNPvjx641,155413,4
What Child Is This?,6C89e7cpRmYu1SSKK3GcwS,0cwChLAovAcAGOYcqeD3cH,Christmas Songs,6C89e7cpRmYu1SSKK3GcwS,Bad Religion,113160,FALSE,47,0.409,0.976,0,-2.856,1,0.0737,5.73e-4,0.00133,0.0911,0.455,145.01,audio_features,spotify:track:0cwChLAovAcAGOYcqeD3cH,https://api.spotify.com/v1/tracks/0cwChLAovAcAGOYcqeD3cH,https://api.spotify.com/v1/audio-analysis/0cwChLAovAcAGOYcqeD3cH,113160,4
Xmas Trees,6Yfaff9em7z9TmO9QQscpw,3zMUtr8htIyuN2Tm7eiaRF,Christmas In The Dogghouse,6Yfaff9em7z9TmO9QQscpw,Kurupt,135652,TRUE,32,0.73,0.471,0,-10.776,1,0.296,0.225,1.14e-5,0.131,0.637,88.064,audio_features,spotify:track:3zMUtr8htIyuN2Tm7eiaRF,https://api.spotify.com/v1/tracks/3zMUtr8htIyuN2Tm7eiaRF,https://api.spotify.com/v1/audio-analysis/3zMUtr8htIyuN2Tm7eiaRF,135653,4
Christmas In Hollis,6Mtye5lhYh1JtHenUkIsH6,1MxFicnnrdo9RzFLAm4Gsf,Christmas Hits,6Mtye5lhYh1JtHenUkIsH6,Run–D.M.C.,178853,FALSE,30,0.823,0.583,11,-11.404,0,0.173,0.00429,1.08e-4,0.109,0.616,95.11,audio_features,spotify:track:1MxFicnnrdo9RzFLAm4Gsf,https://api.spotify.com/v1/tracks/1MxFicnnrdo9RzFLAm4Gsf,https://api.spotify.com/v1/audio-analysis/1MxFicnnrdo9RzFLAm4Gsf,178853,4
Thank God It's Christmas - 2011 Remaster,6M0LuPNTm4aYOxicZiN1F8,341h4Vfj9HJMm2tNDX3ARw,The Platinum Collection (2011 Remaster),6M0LuPNTm4aYOxicZiN1F8,Queen,261613,FALSE,41,0.285,0.423,7,-8.787,1,0.0294,0.239,0,0.181,0.312,71.993,audio_features,spotify:track:341h4Vfj9HJMm2tNDX3ARw,https://api.spotify.com/v1/tracks/341h4Vfj9HJMm2tNDX3ARw,https://api.spotify.com/v1/audio-analysis/341h4Vfj9HJMm2tNDX3ARw,261613,4
Christmas In Hollis,2w3W0jfb9Ru234PWUPDaJe,6Bir3aHltvLPkpJt3u7o1V,Christmas Rap,2w3W0jfb9Ru234PWUPDaJe,Run–D.M.C.,178733,FALSE,42,0.817,0.518,2,-13.881,1,0.174,0.00299,8.11e-5,0.0871,0.646,95.165,audio_features,spotify:track:6Bir3aHltvLPkpJt3u7o1V,https://api.spotify.com/v1/tracks/6Bir3aHltvLPkpJt3u7o1V,https://api.spotify.com/v1/audio-analysis/6Bir3aHltvLPkpJt3u7o1V,178733,4
What Child Is This? (Greensleeves),0DMVaMT2PQgiJ1EZjMoz4H,6jwbqoBVZ84kgey4mlY7Y7,What Child Is This? (Greensleeves),0DMVaMT2PQgiJ1EZjMoz4H,August Burns Red,186218,FALSE,40,0.201,0.973,0,-4.2,0,0.166,3.05e-5,0.885,0.358,0.126,175.091,audio_features,spotify:track:6jwbqoBVZ84kgey4mlY7Y7,https://api.spotify.com/v1/tracks/6jwbqoBVZ84kgey4mlY7Y7,https://api.spotify.com/v1/audio-analysis/6jwbqoBVZ84kgey4mlY7Y7,186219,3
Christmas,5V71sHQYacjPbHlLsLmk7i,4nysanmxNmyKKT5COy1DUY,Tommy (Remastered 2013 Super Deluxe Edition),5V71sHQYacjPbHlLsLmk7i,The Who,274766,FALSE,1,0.479,0.566,7,-9.516,1,0.0455,0.142,0,0.122,0.484,109.785,audio_features,spotify:track:4nysanmxNmyKKT5COy1DUY,https://api.spotify.com/v1/tracks/4nysanmxNmyKKT5COy1DUY,https://api.spotify.com/v1/audio-analysis/4nysanmxNmyKKT5COy1DUY,274767,4
A Christmas Fucking Miracle,0hVXUOlozgihW44G4Il0Gu,59fKNCUMTncSMICMNqT2in,Run the Jewels,0hVXUOlozgihW44G4Il0Gu,Run The Jewels,261440,TRUE,5,0.734,0.812,9,-6.13,0,0.156,0.0754,0,0.0766,0.168,106.051,audio_features,spotify:track:59fKNCUMTncSMICMNqT2in,https://api.spotify.com/v1/tracks/59fKNCUMTncSMICMNqT2in,https://api.spotify.com/v1/audio-analysis/59fKNCUMTncSMICMNqT2in,261440,4
Sick Life,4zLzfxcdGqx0JvP7FgM9eO,27zoHpASxMrD8HRe6GV0D4,Universal Struggle,4zLzfxcdGqx0JvP7FgM9eO,Knuckledust,156986,FALSE,0,0.216,0.948,11,-3.82,1,0.104,3.84e-5,1.6e-4,0.366,0.36,166.391,audio_features,spotify:track:27zoHpASxMrD8HRe6GV0D4,https://api.spotify.com/v1/tracks/27zoHpASxMrD8HRe6GV0D4,https://api.spotify.com/v1/audio-analysis/27zoHpASxMrD8HRe6GV0D4,156987,3
Take The Night Off,6mT2MJNmY6i4Lw2d60acOE,2rTwsEjrkSvyvopwMembae,Death To Tyrants,6mT2MJNmY6i4Lw2d60acOE,Sick Of It All,162293,FALSE,0,0.314,0.992,7,-2.723,0,0.136,6.16e-5,1.37e-4,0.141,0.203,95.692,audio_features,spotify:track:2rTwsEjrkSvyvopwMembae,https://api.spotify.com/v1/tracks/2rTwsEjrkSvyvopwMembae,https://api.spotify.com/v1/audio-analysis/2rTwsEjrkSvyvopwMembae,162293,4
New Noise,7MVTDj6SVvfGIa8EUnyYKG,34uKquOrQLgzBsUbFTkMTc,The E.P. Compilation,7MVTDj6SVvfGIa8EUnyYKG,Refused,312720,FALSE,3,0.68,0.763,9,-8.158,1,0.0908,0.0045,0.00462,0.106,0.385,105.902,audio_features,spotify:track:34uKquOrQLgzBsUbFTkMTc,https://api.spotify.com/v1/tracks/34uKquOrQLgzBsUbFTkMTc,https://api.spotify.com/v1/audio-analysis/34uKquOrQLgzBsUbFTkMTc,312720,4
Voice Of Rebellion,7yMRefGywbeYvtRj9UatCr,410ldNJYa6aMrvHDKOUHKG,Voice Of Rebellion,7yMRefGywbeYvtRj9UatCr,Pro-Pain,245346,FALSE,0,0.609,0.959,7,-5.818,1,0.0861,0.00179,0.11,0.369,0.342,91.983,audio_features,spotify:track:410ldNJYa6aMrvHDKOUHKG,https://api.spotify.com/v1/tracks/410ldNJYa6aMrvHDKOUHKG,https://api.spotify.com/v1/audio-analysis/410ldNJYa6aMrvHDKOUHKG,245347,4
Sworn Enemy,5jOrOQlAwdDFYZYmcdngtv,41A2Hv0SEKnse3TWVuxADF,As Real As It Gets,5jOrOQlAwdDFYZYmcdngtv,Sworn Enemy,216600,FALSE,36,0.32,0.946,11,-5.289,1,0.114,4.21e-4,0,0.152,0.134,76.69,audio_features,spotify:track:41A2Hv0SEKnse3TWVuxADF,https://api.spotify.com/v1/tracks/41A2Hv0SEKnse3TWVuxADF,https://api.spotify.com/v1/audio-analysis/41A2Hv0SEKnse3TWVuxADF,216600,4
Caboose,7rIYvEhntzeIkIE78b486h,4XetuNNt2wx5lkZGS4L5r5,Progression Through Unlearning,7rIYvEhntzeIkIE78b486h,Snapcase,153586,FALSE,40,0.424,0.958,6,-4.167,1,0.0983,6.06e-5,1.03e-5,0.376,0.559,98.287,audio_features,spotify:track:4XetuNNt2wx5lkZGS4L5r5,https://api.spotify.com/v1/tracks/4XetuNNt2wx5lkZGS4L5r5,https://api.spotify.com/v1/audio-analysis/4XetuNNt2wx5lkZGS4L5r5,153587,4
Shark Ethic,2FAsfrChg9GvQAa1wDGsEV,5o4ZaZnfWGRr7GWXU4LsXm,Merciless,2FAsfrChg9GvQAa1wDGsEV,Most Precious Blood,220453,FALSE,29,0.267,0.932,5,-5.454,1,0.102,7.94e-5,0.482,0.308,0.196,82.672,audio_features,spotify:track:5o4ZaZnfWGRr7GWXU4LsXm,https://api.spotify.com/v1/tracks/5o4ZaZnfWGRr7GWXU4LsXm,https://api.spotify.com/v1/audio-analysis/5o4ZaZnfWGRr7GWXU4LsXm,220453,4
Hail Destroyer,5IgBHly6pTFCWxFoHr6DqU,6ltuf6egc9J496H2JyvSq7,Hail Destroyer,5IgBHly6pTFCWxFoHr6DqU,Cancer Bats,196680,TRUE,28,0.44,0.971,2,-4.349,1,0.0615,1.2e-4,0.777,0.0312,0.263,75.748,audio_features,spotify:track:6ltuf6egc9J496H2JyvSq7,https://api.spotify.com/v1/tracks/6ltuf6egc9J496H2JyvSq7,https://api.spotify.com/v1/audio-analysis/6ltuf6egc9J496H2JyvSq7,196680,4
Stay True,0RJxtwDsmoEAjksoBDP4Zc,6wm3Z9BpenP3y1vWUWT2VI,Stay True,0RJxtwDsmoEAjksoBDP4Zc,Deez Nuts,204026,TRUE,0,0.476,0.96,4,-4.014,0,0.0822,0.00323,0,0.191,0.247,89.056,audio_features,spotify:track:6wm3Z9BpenP3y1vWUWT2VI,https://api.spotify.com/v1/tracks/6wm3Z9BpenP3y1vWUWT2VI,https://api.spotify.com/v1/audio-analysis/6wm3Z9BpenP3y1vWUWT2VI,204027,4
Fight Dirty,7HXScnMyV9Cp1ujKbVlDGc,6woEWHLaSKINz4iyoLOFmz,Best Of Friends/Enemies,7HXScnMyV9Cp1ujKbVlDGc,25 Ta Life,183773,FALSE,6,0.28,0.808,9,-4.497,1,0.0398,1.4e-4,5.59e-5,0.185,0.399,83.271,audio_features,spotify:track:6woEWHLaSKINz4iyoLOFmz,https://api.spotify.com/v1/tracks/6woEWHLaSKINz4iyoLOFmz,https://api.spotify.com/v1/audio-analysis/6woEWHLaSKINz4iyoLOFmz,183773,4
Dirty Diana,06AGNbgNIzjNCvZ5qtvi9a,1E664hc56jcnhCXJmcsYn5,Self Titled EP,06AGNbgNIzjNCvZ5qtvi9a,Destruction of a King,199028,FALSE,17,0.331,0.985,7,-3.093,1,0.134,2.69e-4,0.00405,0.328,0.22,100.043,audio_features,spotify:track:1E664hc56jcnhCXJmcsYn5,https://api.spotify.com/v1/tracks/1E664hc56jcnhCXJmcsYn5,https://api.spotify.com/v1/audio-analysis/1E664hc56jcnhCXJmcsYn5,199028,4
Silence,7tIMZsN8CNgmkgA5zFulUv,2rf23PCJH09ZAc8eq4yL1B,Silence Is Betrayal,7tIMZsN8CNgmkgA5zFulUv,First Blood,53168,FALSE,27,0.318,0.992,6,-1.882,1,0.272,1.85e-4,3.35e-6,0.899,0.166,119.964,audio_features,spotify:track:2rf23PCJH09ZAc8eq4yL1B,https://api.spotify.com/v1/tracks/2rf23PCJH09ZAc8eq4yL1B,https://api.spotify.com/v1/audio-analysis/2rf23PCJH09ZAc8eq4yL1B,53168,4
Scared Of The Unknown,4vbEhq6NTR474xIZNEGUgH,5UzVVAxlbffJEnbrk4MoEP,The Beginning Of The End,4vbEhq6NTR474xIZNEGUgH,Sworn Enemy,220306,FALSE,24,0.312,0.99,8,-4.089,1,0.13,1.31e-5,7.7e-6,0.0353,0.214,90.489,audio_features,spotify:track:5UzVVAxlbffJEnbrk4MoEP,https://api.spotify.com/v1/tracks/5UzVVAxlbffJEnbrk4MoEP,https://api.spotify.com/v1/audio-analysis/5UzVVAxlbffJEnbrk4MoEP,220307,4
Nothing To Prove,6tki7qjDXngNnD9i3xuhL0,7pVUutqYBIcYtta27ueCQv,Nothing To Prove,6tki7qjDXngNnD9i3xuhL0,H2O,81333,TRUE,32,0.552,0.97,9,-4.735,1,0.135,0.0246,0,0.215,0.507,156.043,audio_features,spotify:track:7pVUutqYBIcYtta27ueCQv,https://api.spotify.com/v1/tracks/7pVUutqYBIcYtta27ueCQv,https://api.spotify.com/v1/audio-analysis/7pVUutqYBIcYtta27ueCQv,81333,4
Misanthropy Pure,7h93sP3T5iX8RnK1lvaIlm,0NG5AjBaq9yu3on2fti4eR,Misanthropy Pure,7h93sP3T5iX8RnK1lvaIlm,Shai Hulud,268813,FALSE,24,0.365,0.998,2,-2.921,0,0.101,0.0164,1.92e-4,0.336,0.324,123.805,audio_features,spotify:track:0NG5AjBaq9yu3on2fti4eR,https://api.spotify.com/v1/tracks/0NG5AjBaq9yu3on2fti4eR,https://api.spotify.com/v1/audio-analysis/0NG5AjBaq9yu3on2fti4eR,268813,4
Faith Or Forgiveness,3vorafqQmVQkb3oM21NlKy,1VlNPiVrvBMCyTWYpNMqrX,Fury And The Fallen Ones,3vorafqQmVQkb3oM21NlKy,The Ghost Inside,170133,FALSE,35,0.241,0.994,7,-0.745,1,0.162,1.19e-4,0.00255,0.163,0.528,186.017,audio_features,spotify:track:1VlNPiVrvBMCyTWYpNMqrX,https://api.spotify.com/v1/tracks/1VlNPiVrvBMCyTWYpNMqrX,https://api.spotify.com/v1/audio-analysis/1VlNPiVrvBMCyTWYpNMqrX,170133,4
Return To Strength,1vpz6qSQEFi2NMf4qqm5Dt,2pTIhY77kdyWjoGzZDzvkv,Keepers Of The Faith,1vpz6qSQEFi2NMf4qqm5Dt,Terror,160973,FALSE,0,0.396,0.894,7,-6.117,1,0.0599,1.14e-5,0.79,0.312,0.368,178.077,audio_features,spotify:track:2pTIhY77kdyWjoGzZDzvkv,https://api.spotify.com/v1/tracks/2pTIhY77kdyWjoGzZDzvkv,https://api.spotify.com/v1/audio-analysis/2pTIhY77kdyWjoGzZDzvkv,160973,4
Gotta Go,5uGPwZGXlgkZ07wLvnsj3q,4E5DjeGH6tSZ5SzWsf73hH,Something's Gotta Give,5uGPwZGXlgkZ07wLvnsj3q,Agnostic Front,215400,FALSE,4,0.218,0.946,0,-4.648,1,0.114,0.00123,0,0.11,0.244,197.547,audio_features,spotify:track:4E5DjeGH6tSZ5SzWsf73hH,https://api.spotify.com/v1/tracks/4E5DjeGH6tSZ5SzWsf73hH,https://api.spotify.com/v1/audio-analysis/4E5DjeGH6tSZ5SzWsf73hH,215400,4
Violent Revolution,7G1aWoCrHyV4HuSahAPsdJ,6OnuIoARBXC6FOX8DRv5bC,Violent Revolution (Bonus Track Version),7G1aWoCrHyV4HuSahAPsdJ,Kreator,294800,FALSE,0,0.507,0.994,7,-5.72,1,0.103,1.71e-4,0.0144,0.145,0.166,144.04,audio_features,spotify:track:6OnuIoARBXC6FOX8DRv5bC,https://api.spotify.com/v1/tracks/6OnuIoARBXC6FOX8DRv5bC,https://api.spotify.com/v1/audio-analysis/6OnuIoARBXC6FOX8DRv5bC,294800,4
Hardcore Rules,7GxJgugUEG0uVauoECAi7I,75UjNrkncJ1idxVzlxkxLW,Friendship Loyalty Commitment,7GxJgugUEG0uVauoECAi7I,25 Ta Life,80986,TRUE,13,0.207,0.989,6,-5.564,1,0.218,1.18e-4,0.134,0.2,0.323,200.465,audio_features,spotify:track:75UjNrkncJ1idxVzlxkxLW,https://api.spotify.com/v1/tracks/75UjNrkncJ1idxVzlxkxLW,https://api.spotify.com/v1/audio-analysis/75UjNrkncJ1idxVzlxkxLW,80987,4
Break Through It All,6qDsZxas2r5Ye6EmHk8Wnv,4WN54cERPExpnOs1adL5nB,Count Me In,6qDsZxas2r5Ye6EmHk8Wnv,Death Before Dishonor,181226,FALSE,35,0.303,0.987,7,-1.502,1,0.161,2.35e-4,0,0.257,0.247,96.607,audio_features,spotify:track:4WN54cERPExpnOs1adL5nB,https://api.spotify.com/v1/tracks/4WN54cERPExpnOs1adL5nB,https://api.spotify.com/v1/audio-analysis/4WN54cERPExpnOs1adL5nB,181227,4
The Bond,4Ti8XOUfk0k0TM0tBVnLcf,70rsxgG3v35GlBGUu3AsIY,Diamond,4Ti8XOUfk0k0TM0tBVnLcf,Stick To Your Guns,156626,FALSE,31,0.283,0.978,6,-4.059,0,0.125,3.58e-6,0.0141,0.081,0.164,140.06,audio_features,spotify:track:70rsxgG3v35GlBGUu3AsIY,https://api.spotify.com/v1/tracks/70rsxgG3v35GlBGUu3AsIY,https://api.spotify.com/v1/audio-analysis/70rsxgG3v35GlBGUu3AsIY,156627,4
A Call For Blood,7xv3Excfg9NMxyxIOwyAep,63ZIqVant9N12Gbcch0sdD,Perseverance (Explicit Version),7xv3Excfg9NMxyxIOwyAep,Hatebreed,185360,TRUE,0,0.346,0.977,0,-4.879,1,0.121,3.9e-6,4.49e-6,0.338,0.344,82.054,audio_features,spotify:track:63ZIqVant9N12Gbcch0sdD,https://api.spotify.com/v1/tracks/63ZIqVant9N12Gbcch0sdD,https://api.spotify.com/v1/audio-analysis/63ZIqVant9N12Gbcch0sdD,185360,4
Protect Ya Chest,7MeDRKVcu4JmaKtcSovEMv,0YBtIizeg4tTOGb3qZ0D0j,Demonstrating My Saiya Style,7MeDRKVcu4JmaKtcSovEMv,Rise Of The Northstar,270066,FALSE,0,0.335,0.81,7,-7.214,1,0.0594,4.98e-4,0.395,0.342,0.149,133.225,audio_features,spotify:track:0YBtIizeg4tTOGb3qZ0D0j,https://api.spotify.com/v1/tracks/0YBtIizeg4tTOGb3qZ0D0j,https://api.spotify.com/v1/audio-analysis/0YBtIizeg4tTOGb3qZ0D0j,270067,4
Deadbeats,5bGrX9bs2vb3RCoApiFG0v,2HIeOaHmtdVxhz35CSLLX1,Isolation,5bGrX9bs2vb3RCoApiFG0v,Carpathian,105000,TRUE,0,0.489,0.933,4,-4.582,1,0.0621,0.0281,3.71e-5,0.434,0.09,121.024,audio_features,spotify:track:2HIeOaHmtdVxhz35CSLLX1,https://api.spotify.com/v1/tracks/2HIeOaHmtdVxhz35CSLLX1,https://api.spotify.com/v1/audio-analysis/2HIeOaHmtdVxhz35CSLLX1,105000,4
For My Family,5WmhGmiqWgPRmuuAVP7cCP,4Y4fGklrIKERF6TixxvLQi,Warriors [Tour Edition],5WmhGmiqWgPRmuuAVP7cCP,Agnostic Front,142586,FALSE,41,0.215,0.987,7,-4.598,1,0.0975,0.00163,0,0.146,0.287,182.598,audio_features,spotify:track:4Y4fGklrIKERF6TixxvLQi,https://api.spotify.com/v1/tracks/4Y4fGklrIKERF6TixxvLQi,https://api.spotify.com/v1/audio-analysis/4Y4fGklrIKERF6TixxvLQi,142587,4
Like There's No Tomorrow,0RJxtwDsmoEAjksoBDP4Zc,4dFmUJS8Zbkdesudb2mGRb,Stay True,0RJxtwDsmoEAjksoBDP4Zc,Deez Nuts,164280,TRUE,0,0.191,0.984,7,-3.533,1,0.147,7.03e-4,0,0.355,0.361,82.787,audio_features,spotify:track:4dFmUJS8Zbkdesudb2mGRb,https://api.spotify.com/v1/tracks/4dFmUJS8Zbkdesudb2mGRb,https://api.spotify.com/v1/audio-analysis/4dFmUJS8Zbkdesudb2mGRb,164280,4
Demonstrating My Style,43HQYqtyHlT2LKEkpzgATz,0hXBhnJGF93GEr5rYCfxGW,The Best of Madball,43HQYqtyHlT2LKEkpzgATz,Madball,119906,FALSE,21,0.5,0.972,8,-4.193,1,0.0395,8.37e-4,3.17e-5,0.0681,0.562,111.915,audio_features,spotify:track:0hXBhnJGF93GEr5rYCfxGW,https://api.spotify.com/v1/tracks/0hXBhnJGF93GEr5rYCfxGW,https://api.spotify.com/v1/audio-analysis/0hXBhnJGF93GEr5rYCfxGW,119907,4
Firestorm,5wOwgUbQrGb0YhPBNz3R6H,3JqjchQJTcGGcFKG7z91TV,1991-2001 (Forever True),5wOwgUbQrGb0YhPBNz3R6H,Earth Crisis,231600,FALSE,39,0.281,0.911,4,-5.052,1,0.0983,1.43e-5,0.0387,0.129,0.477,86.141,audio_features,spotify:track:3JqjchQJTcGGcFKG7z91TV,https://api.spotify.com/v1/tracks/3JqjchQJTcGGcFKG7z91TV,https://api.spotify.com/v1/audio-analysis/3JqjchQJTcGGcFKG7z91TV,231600,4
The Real Me,62sEuMjUBIWtpeHzmvGpGQ,3HlxeRjOmh6H2rNyfa5UoU,Quadrophenia (Remixed And Remastered Version),62sEuMjUBIWtpeHzmvGpGQ,The Who,200620,FALSE,0,0.493,0.935,1,-6.481,1,0.143,0.0484,0.00283,0.172,0.513,148.901,audio_features,spotify:track:3HlxeRjOmh6H2rNyfa5UoU,https://api.spotify.com/v1/tracks/3HlxeRjOmh6H2rNyfa5UoU,https://api.spotify.com/v1/audio-analysis/3HlxeRjOmh6H2rNyfa5UoU,200620,4
