track,trackid,track_uri,album_name,album_id,artist,duration,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Eyes of Abomination,0DL7M9oumLz11bI0oKiILH,4PZPvAEhMw6zCsGQlqsYpw,Amaranthine Redolence,0DL7M9oumLz11bI0oKiILH,Malodorous,126000,TRUE,22,0.307,0.822,9,-5.284,1,0.094,4.44e-4,0.194,0.121,0.227,67.85,audio_features,spotify:track:4PZPvAEhMw6zCsGQlqsYpw,https://api.spotify.com/v1/tracks/4PZPvAEhMw6zCsGQlqsYpw,https://api.spotify.com/v1/audio-analysis/4PZPvAEhMw6zCsGQlqsYpw,126000,4
You Can't Stop Me,4bIPDNw0hV5AdoJXi7zMXd,7FbrgGvv5ToVhdQpMsY3FU,You Can't Stop Me,4bIPDNw0hV5AdoJXi7zMXd,Suicide Silence,247840,TRUE,44,0.234,0.962,6,-4.806,1,0.263,4.24e-6,0.0485,0.121,0.176,173.4,audio_features,spotify:track:7FbrgGvv5ToVhdQpMsY3FU,https://api.spotify.com/v1/tracks/7FbrgGvv5ToVhdQpMsY3FU,https://api.spotify.com/v1/audio-analysis/7FbrgGvv5ToVhdQpMsY3FU,247840,4
Fuck Everything,3oJKuFPVZTSeNc8G4UYV4L,005drRcJJFgFHgtxSJJO0v,The Black Crown,3oJKuFPVZTSeNc8G4UYV4L,Suicide Silence,273613,TRUE,49,0.479,0.96,10,-4.866,0,0.108,8.68e-4,5.07e-4,0.37,0.193,94.122,audio_features,spotify:track:005drRcJJFgFHgtxSJJO0v,https://api.spotify.com/v1/tracks/005drRcJJFgFHgtxSJJO0v,https://api.spotify.com/v1/audio-analysis/005drRcJJFgFHgtxSJJO0v,273613,4
Where Shadows Forever Reign,2vhEmSXSLMOcIlkvAF09zp,3K3aBG0PLVjlI7WdmYazak,Where Shadows Forever Reign,2vhEmSXSLMOcIlkvAF09zp,Dark Funeral,332974,FALSE,14,0.413,0.994,6,-5.624,0,0.078,1.78e-5,0.443,0.212,0.0295,110.036,audio_features,spotify:track:3K3aBG0PLVjlI7WdmYazak,https://api.spotify.com/v1/tracks/3K3aBG0PLVjlI7WdmYazak,https://api.spotify.com/v1/audio-analysis/3K3aBG0PLVjlI7WdmYazak,332974,4
Toxic Boombox,3wqFctnDlFQzegLDCyW1LQ,6OQizD2vNhBH3u1lMHsOjx,Rock the Fuck On Forever,3wqFctnDlFQzegLDCyW1LQ,Angel Du$t,88214,TRUE,37,0.315,0.917,4,-5.667,0,0.0546,0.00162,0.0214,0.798,0.573,129.961,audio_features,spotify:track:6OQizD2vNhBH3u1lMHsOjx,https://api.spotify.com/v1/tracks/6OQizD2vNhBH3u1lMHsOjx,https://api.spotify.com/v1/audio-analysis/6OQizD2vNhBH3u1lMHsOjx,88214,5
Get Your Body Beat,6td3fEnVMJTFzwx2YfD2iZ,6aHjWYWmRnHoDYpClAQp93,What the F^^k is Wrong With You People?,6td3fEnVMJTFzwx2YfD2iZ,Combichrist,289560,TRUE,42,0.609,0.996,0,-4.701,1,0.0598,0.0275,0.0209,0.265,0.385,119.987,audio_features,spotify:track:6aHjWYWmRnHoDYpClAQp93,https://api.spotify.com/v1/tracks/6aHjWYWmRnHoDYpClAQp93,https://api.spotify.com/v1/audio-analysis/6aHjWYWmRnHoDYpClAQp93,289560,4
Beautiful Delilah,08G3mGQXuHItbbsFAz50gJ,00b4OX3MFLHry2fLqPg5ae,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,125120,FALSE,31,0.506,0.95,7,-3.895,0,0.0648,0.137,0,0.346,0.735,117.484,audio_features,spotify:track:00b4OX3MFLHry2fLqPg5ae,https://api.spotify.com/v1/tracks/00b4OX3MFLHry2fLqPg5ae,https://api.spotify.com/v1/audio-analysis/00b4OX3MFLHry2fLqPg5ae,125120,4
So Mystifying,08G3mGQXuHItbbsFAz50gJ,3G5WaB9LbP9AHxskzftbRt,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,173173,FALSE,29,0.614,0.947,7,-5.945,1,0.0402,0.0231,1.47e-4,0.256,0.846,108.036,audio_features,spotify:track:3G5WaB9LbP9AHxskzftbRt,https://api.spotify.com/v1/tracks/3G5WaB9LbP9AHxskzftbRt,https://api.spotify.com/v1/audio-analysis/3G5WaB9LbP9AHxskzftbRt,173173,4
Just Can't Go to Sleep - Mono Mix,08G3mGQXuHItbbsFAz50gJ,4vSBPFALlnirPx0eSGm3KN,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,118960,FALSE,28,0.733,0.899,7,-5.842,1,0.0321,0.537,9.19e-6,0.143,0.936,119.069,audio_features,spotify:track:4vSBPFALlnirPx0eSGm3KN,https://api.spotify.com/v1/tracks/4vSBPFALlnirPx0eSGm3KN,https://api.spotify.com/v1/audio-analysis/4vSBPFALlnirPx0eSGm3KN,118960,4
Long Tall Shorty,08G3mGQXuHItbbsFAz50gJ,3fh4MdwmFtomujBBQpRm2R,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,171826,FALSE,29,0.667,0.792,0,-6.008,1,0.0809,0.516,1.37e-4,0.0801,0.77,175.401,audio_features,spotify:track:3fh4MdwmFtomujBBQpRm2R,https://api.spotify.com/v1/tracks/3fh4MdwmFtomujBBQpRm2R,https://api.spotify.com/v1/audio-analysis/3fh4MdwmFtomujBBQpRm2R,171827,4
I Took My Baby Home,08G3mGQXuHItbbsFAz50gJ,76XRQsCWiYX0KDFb23vsp2,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,109026,FALSE,28,0.356,0.969,9,-4.006,1,0.3,0.507,0,0.314,0.602,161.014,audio_features,spotify:track:76XRQsCWiYX0KDFb23vsp2,https://api.spotify.com/v1/tracks/76XRQsCWiYX0KDFb23vsp2,https://api.spotify.com/v1/audio-analysis/76XRQsCWiYX0KDFb23vsp2,109027,4
I'm a Lover Not a Fighter,08G3mGQXuHItbbsFAz50gJ,09VaIHUxxVDd71e7kUUXkv,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,123520,FALSE,28,0.7,0.966,2,-4.957,1,0.0622,0.059,1.19e-4,0.096,0.57,119.198,audio_features,spotify:track:09VaIHUxxVDd71e7kUUXkv,https://api.spotify.com/v1/tracks/09VaIHUxxVDd71e7kUUXkv,https://api.spotify.com/v1/audio-analysis/09VaIHUxxVDd71e7kUUXkv,123520,4
You Really Got Me - Mono Mix,08G3mGQXuHItbbsFAz50gJ,29SyMC0plk6qw8NMF7lfRL,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,134253,FALSE,72,0.573,0.939,8,-6.441,1,0.0808,0.493,0,0.0994,0.963,137.382,audio_features,spotify:track:29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/tracks/29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/audio-analysis/29SyMC0plk6qw8NMF7lfRL,134253,4
Cadillac,08G3mGQXuHItbbsFAz50gJ,0cWNogzRq7pOD4aHEjGYMy,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,164600,FALSE,27,0.421,0.828,4,-5.504,1,0.1,0.494,0,0.103,0.752,120.755,audio_features,spotify:track:0cWNogzRq7pOD4aHEjGYMy,https://api.spotify.com/v1/tracks/0cWNogzRq7pOD4aHEjGYMy,https://api.spotify.com/v1/audio-analysis/0cWNogzRq7pOD4aHEjGYMy,164600,4
Bald Headed Woman,08G3mGQXuHItbbsFAz50gJ,5y5YrjMzGc3VkIIhm7d6rR,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,161626,FALSE,27,0.612,0.792,2,-6.955,1,0.0493,0.109,0.00394,0.0748,0.335,105.126,audio_features,spotify:track:5y5YrjMzGc3VkIIhm7d6rR,https://api.spotify.com/v1/tracks/5y5YrjMzGc3VkIIhm7d6rR,https://api.spotify.com/v1/audio-analysis/5y5YrjMzGc3VkIIhm7d6rR,161627,4
Revenge - Mono Mix,08G3mGQXuHItbbsFAz50gJ,0RkoRCjL03PzTrCwkfmafR,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,89573,FALSE,26,0.577,0.875,5,-4.612,0,0.0375,0.0199,0.0252,0.13,0.966,146.562,audio_features,spotify:track:0RkoRCjL03PzTrCwkfmafR,https://api.spotify.com/v1/tracks/0RkoRCjL03PzTrCwkfmafR,https://api.spotify.com/v1/audio-analysis/0RkoRCjL03PzTrCwkfmafR,89573,4
Too Much Monkey Business,08G3mGQXuHItbbsFAz50gJ,2fodeERsKvn2l7Dei2wUWT,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,135240,FALSE,26,0.599,0.822,5,-5.26,0,0.226,0.465,0,0.0545,0.921,98.469,audio_features,spotify:track:2fodeERsKvn2l7Dei2wUWT,https://api.spotify.com/v1/tracks/2fodeERsKvn2l7Dei2wUWT,https://api.spotify.com/v1/audio-analysis/2fodeERsKvn2l7Dei2wUWT,135240,4
I've Been Driving On Bald Mountain,08G3mGQXuHItbbsFAz50gJ,4Y3FgBdRb7MCuOtOUHdkrW,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,122186,FALSE,24,0.478,0.882,7,-4.986,1,0.053900000000000003,0.265,0,0.542,0.885,186.408,audio_features,spotify:track:4Y3FgBdRb7MCuOtOUHdkrW,https://api.spotify.com/v1/tracks/4Y3FgBdRb7MCuOtOUHdkrW,https://api.spotify.com/v1/audio-analysis/4Y3FgBdRb7MCuOtOUHdkrW,122187,4
Stop Your Sobbing,08G3mGQXuHItbbsFAz50gJ,2qBi4JLTvkxfqDGH2iO4yr,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,125893,FALSE,34,0.712,0.812,7,-7.691,1,0.0332,0.126,3.43e-5,0.207,0.967,121.983,audio_features,spotify:track:2qBi4JLTvkxfqDGH2iO4yr,https://api.spotify.com/v1/tracks/2qBi4JLTvkxfqDGH2iO4yr,https://api.spotify.com/v1/audio-analysis/2qBi4JLTvkxfqDGH2iO4yr,125893,4
Got Love if You Want It - Mono Mix,08G3mGQXuHItbbsFAz50gJ,1a8EesGDv7GFU42NOJBfjh,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,226053,FALSE,28,0.599,0.785,5,-4.756,0,0.0747,0.0358,1.03e-5,0.25,0.801,89.108,audio_features,spotify:track:1a8EesGDv7GFU42NOJBfjh,https://api.spotify.com/v1/tracks/1a8EesGDv7GFU42NOJBfjh,https://api.spotify.com/v1/audio-analysis/1a8EesGDv7GFU42NOJBfjh,226053,4
Long Tall Sally - Mono Mix,08G3mGQXuHItbbsFAz50gJ,15ac6JAUAJpAI6mPhCqCBQ,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,131813,FALSE,27,0.443,0.95,11,-3.702,0,0.135,0.211,0,0.134,0.611,143.522,audio_features,spotify:track:15ac6JAUAJpAI6mPhCqCBQ,https://api.spotify.com/v1/tracks/15ac6JAUAJpAI6mPhCqCBQ,https://api.spotify.com/v1/audio-analysis/15ac6JAUAJpAI6mPhCqCBQ,131813,4
You Still Want Me - Mono Mix,08G3mGQXuHItbbsFAz50gJ,2n07mKayvZMv21WzxjGkxp,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,118320,FALSE,26,0.546,0.901,4,-6.31,1,0.17,0.699,0,0.252,0.745,146.293,audio_features,spotify:track:2n07mKayvZMv21WzxjGkxp,https://api.spotify.com/v1/tracks/2n07mKayvZMv21WzxjGkxp,https://api.spotify.com/v1/audio-analysis/2n07mKayvZMv21WzxjGkxp,118320,4
You Do Something to Me,08G3mGQXuHItbbsFAz50gJ,5UmpICcJxbGWcllQwL7jAC,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,143906,FALSE,25,0.393,0.907,9,-6.298,0,0.0919,0.356,0,0.606,0.834,163.447,audio_features,spotify:track:5UmpICcJxbGWcllQwL7jAC,https://api.spotify.com/v1/tracks/5UmpICcJxbGWcllQwL7jAC,https://api.spotify.com/v1/audio-analysis/5UmpICcJxbGWcllQwL7jAC,143907,4
It's All Right,08G3mGQXuHItbbsFAz50gJ,3gc9QtQbGgNbd70qMOEDoF,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,156040,FALSE,24,0.236,0.9,7,-5.95,1,0.0464,0.213,0,0.364,0.777,180.617,audio_features,spotify:track:3gc9QtQbGgNbd70qMOEDoF,https://api.spotify.com/v1/tracks/3gc9QtQbGgNbd70qMOEDoF,https://api.spotify.com/v1/audio-analysis/3gc9QtQbGgNbd70qMOEDoF,156040,4
All Day and All of the Night,08G3mGQXuHItbbsFAz50gJ,78JmElAFmrPNhLjovDR9Jm,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,141506,FALSE,69,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-6,0.0558,0.723,136.921,audio_features,spotify:track:78JmElAFmrPNhLjovDR9Jm,https://api.spotify.com/v1/tracks/78JmElAFmrPNhLjovDR9Jm,https://api.spotify.com/v1/audio-analysis/78JmElAFmrPNhLjovDR9Jm,141507,4
I Gotta Move,08G3mGQXuHItbbsFAz50gJ,73OuJi4qdN7VXKnWVF1Jf0,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,143746,FALSE,29,0.617,0.888,5,-7.417,1,0.032,0.236,1.63e-4,0.107,0.973,103.762,audio_features,spotify:track:73OuJi4qdN7VXKnWVF1Jf0,https://api.spotify.com/v1/tracks/73OuJi4qdN7VXKnWVF1Jf0,https://api.spotify.com/v1/audio-analysis/73OuJi4qdN7VXKnWVF1Jf0,143747,4
Louie Louie,08G3mGQXuHItbbsFAz50gJ,3vwqigHwHd0GMaAtUo7PNH,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,177480,FALSE,32,0.574,0.659,9,-7.657,1,0.0512,0.0902,0,0.081,0.504,58.864,audio_features,spotify:track:3vwqigHwHd0GMaAtUo7PNH,https://api.spotify.com/v1/tracks/3vwqigHwHd0GMaAtUo7PNH,https://api.spotify.com/v1/audio-analysis/3vwqigHwHd0GMaAtUo7PNH,177480,4
I Gotta Go Now,08G3mGQXuHItbbsFAz50gJ,6ortxmu7M5n5C9JzkoPPq1,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,173226,FALSE,23,0.571,0.514,9,-9.876,1,0.0481,0.227,1.01e-5,0.0709,0.651,106.363,audio_features,spotify:track:6ortxmu7M5n5C9JzkoPPq1,https://api.spotify.com/v1/tracks/6ortxmu7M5n5C9JzkoPPq1,https://api.spotify.com/v1/audio-analysis/6ortxmu7M5n5C9JzkoPPq1,173227,4
Things Are Getting Better,08G3mGQXuHItbbsFAz50gJ,3DpJcy3PUP93KQoCz0WLZ6,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,114600,FALSE,22,0.559,0.869,2,-6.717,1,0.102,0.189,0,0.0716,0.451,118.696,audio_features,spotify:track:3DpJcy3PUP93KQoCz0WLZ6,https://api.spotify.com/v1/tracks/3DpJcy3PUP93KQoCz0WLZ6,https://api.spotify.com/v1/audio-analysis/3DpJcy3PUP93KQoCz0WLZ6,114600,4
I've Got That Feeling,08G3mGQXuHItbbsFAz50gJ,5CxMnbG8SaOjh681XX8Qhk,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,162600,FALSE,24,0.574,0.763,6,-8.454,0,0.0389,0.187,0,0.0892,0.852,127.698,audio_features,spotify:track:5CxMnbG8SaOjh681XX8Qhk,https://api.spotify.com/v1/tracks/5CxMnbG8SaOjh681XX8Qhk,https://api.spotify.com/v1/audio-analysis/5CxMnbG8SaOjh681XX8Qhk,162600,4
Too Much Monkey Business - Alternate Take,08G3mGQXuHItbbsFAz50gJ,1JcWPQKBPmdx1KvkxIzkIN,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,127893,FALSE,22,0.562,0.878,5,-4.146,1,0.147,0.0213,0,0.369,0.958,117.194,audio_features,spotify:track:1JcWPQKBPmdx1KvkxIzkIN,https://api.spotify.com/v1/tracks/1JcWPQKBPmdx1KvkxIzkIN,https://api.spotify.com/v1/audio-analysis/1JcWPQKBPmdx1KvkxIzkIN,127893,4
I Don't Need You Anymore,08G3mGQXuHItbbsFAz50gJ,4UNJNj3ECCsM98N7NIZZ4P,Kinks,08G3mGQXuHItbbsFAz50gJ,The Kinks,130906,FALSE,23,0.402,0.779,11,-9.889,1,0.058,0.208,0,0.151,0.92,154.169,audio_features,spotify:track:4UNJNj3ECCsM98N7NIZZ4P,https://api.spotify.com/v1/tracks/4UNJNj3ECCsM98N7NIZZ4P,https://api.spotify.com/v1/audio-analysis/4UNJNj3ECCsM98N7NIZZ4P,130907,4
Nouvelle journée,1jfBSA8KgMLol7Iahnq8wv,7DE29RExqYnmgvELjh4vWG,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Skread,104026,FALSE,39,0.683,0.459,9,-9.73,0,0.0604,0.0261,0.811,0.11,0.28,194.012,audio_features,spotify:track:7DE29RExqYnmgvELjh4vWG,https://api.spotify.com/v1/tracks/7DE29RExqYnmgvELjh4vWG,https://api.spotify.com/v1/audio-analysis/7DE29RExqYnmgvELjh4vWG,104027,4
À l’heure où je me couche,1jfBSA8KgMLol7Iahnq8wv,5C3TCUckVV2p90RV1jF8Ok,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,220186,FALSE,52,0.646,0.619,6,-5.65,0,0.342,0.327,0,0.108,0.478,180.326,audio_features,spotify:track:5C3TCUckVV2p90RV1jF8Ok,https://api.spotify.com/v1/tracks/5C3TCUckVV2p90RV1jF8Ok,https://api.spotify.com/v1/audio-analysis/5C3TCUckVV2p90RV1jF8Ok,220187,4
Quand ton père t’engueule,1jfBSA8KgMLol7Iahnq8wv,7l0tZknEIevghdTejbtrNr,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Orelsan,209720,FALSE,38,0.554,0.415,5,-12.326,1,0.349,0.952,0.0104,0.156,0.727,159.635,audio_features,spotify:track:7l0tZknEIevghdTejbtrNr,https://api.spotify.com/v1/tracks/7l0tZknEIevghdTejbtrNr,https://api.spotify.com/v1/audio-analysis/7l0tZknEIevghdTejbtrNr,209720,4
En boucle,1jfBSA8KgMLol7Iahnq8wv,76CcoEXwUa68VvshXmJ1JG,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,236173,FALSE,40,0.898,0.738,11,-6.1,0,0.356,0.434,0,0.203,0.546,122.952,audio_features,spotify:track:76CcoEXwUa68VvshXmJ1JG,https://api.spotify.com/v1/tracks/76CcoEXwUa68VvshXmJ1JG,https://api.spotify.com/v1/audio-analysis/76CcoEXwUa68VvshXmJ1JG,236173,4
Faut qu’on rentre bosser,1jfBSA8KgMLol7Iahnq8wv,4BgyOVbTb2mHpNWrtGSs6n,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Skread,102613,FALSE,37,0.671,0.437,7,-8.417,1,0.0269,6.79e-4,0.847,0.219,0.149,95.989,audio_features,spotify:track:4BgyOVbTb2mHpNWrtGSs6n,https://api.spotify.com/v1/tracks/4BgyOVbTb2mHpNWrtGSs6n,https://api.spotify.com/v1/audio-analysis/4BgyOVbTb2mHpNWrtGSs6n,102613,4
Freestyle Radio Phoenix,1jfBSA8KgMLol7Iahnq8wv,59g2FzWJbiW48fnNOmmHwj,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,252360,FALSE,45,0.623,0.811,10,-3.814,0,0.403,0.242,0,0.0755,0.566,130.108,audio_features,spotify:track:59g2FzWJbiW48fnNOmmHwj,https://api.spotify.com/v1/tracks/59g2FzWJbiW48fnNOmmHwj,https://api.spotify.com/v1/audio-analysis/59g2FzWJbiW48fnNOmmHwj,252360,4
Le mal est fait,1jfBSA8KgMLol7Iahnq8wv,09zldvZV2nAWAJfgxiUibd,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Gringe,186026,FALSE,44,0.521,0.674,2,-6.375,1,0.276,0.0121,0,0.0786,0.102,127.954,audio_features,spotify:track:09zldvZV2nAWAJfgxiUibd,https://api.spotify.com/v1/tracks/09zldvZV2nAWAJfgxiUibd,https://api.spotify.com/v1/audio-analysis/09zldvZV2nAWAJfgxiUibd,186027,4
C’est toujours 2 connards dans un abribus,1jfBSA8KgMLol7Iahnq8wv,6xRIJBqIbqfnAkZFsFl15o,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,157986,FALSE,43,0.793,0.722,1,-6.472,1,0.519,0.364,0,0.108,0.502,93.014,audio_features,spotify:track:6xRIJBqIbqfnAkZFsFl15o,https://api.spotify.com/v1/tracks/6xRIJBqIbqfnAkZFsFl15o,https://api.spotify.com/v1/audio-analysis/6xRIJBqIbqfnAkZFsFl15o,157987,4
Pas n’importe quel toon,1jfBSA8KgMLol7Iahnq8wv,0dSDiN76BtcK41NQObQvga,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,219106,FALSE,45,0.742,0.783,1,-4.626,1,0.269,0.538,0,0.06,0.67,149.829,audio_features,spotify:track:0dSDiN76BtcK41NQObQvga,https://api.spotify.com/v1/tracks/0dSDiN76BtcK41NQObQvga,https://api.spotify.com/v1/audio-analysis/0dSDiN76BtcK41NQObQvga,219107,4
"J’essaye, j’essaye",1jfBSA8KgMLol7Iahnq8wv,1a4g2LxwxzjwpeA3PAz6K8,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Orelsan,233253,FALSE,48,0.551,0.497,3,-8.916,1,0.189,0.762,0,0.0989,0.524,169.52,audio_features,spotify:track:1a4g2LxwxzjwpeA3PAz6K8,https://api.spotify.com/v1/tracks/1a4g2LxwxzjwpeA3PAz6K8,https://api.spotify.com/v1/audio-analysis/1a4g2LxwxzjwpeA3PAz6K8,233253,3
Promenade imprévue,1jfBSA8KgMLol7Iahnq8wv,0pKlYNSUtJCugw3MTOftfr,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Skread,90893,FALSE,36,0.608,0.61,0,-8.132,0,0.0545,0.00549,0.249,0.301,0.731,174.07,audio_features,spotify:track:0pKlYNSUtJCugw3MTOftfr,https://api.spotify.com/v1/tracks/0pKlYNSUtJCugw3MTOftfr,https://api.spotify.com/v1/audio-analysis/0pKlYNSUtJCugw3MTOftfr,90893,4
Xavier,1jfBSA8KgMLol7Iahnq8wv,4oJ1hftYjelr4YrhnTJy7u,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Diamond Deuklo,227720,FALSE,36,0.805,0.724,9,-6.379,0,0.0741,0.0572,8.96e-5,0.148,0.39,100.022,audio_features,spotify:track:4oJ1hftYjelr4YrhnTJy7u,https://api.spotify.com/v1/tracks/4oJ1hftYjelr4YrhnTJy7u,https://api.spotify.com/v1/audio-analysis/4oJ1hftYjelr4YrhnTJy7u,227720,4
Wondercash,1jfBSA8KgMLol7Iahnq8wv,6prfpNZvYnXROnwwdyD6ql,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,78146,FALSE,40,0.932,0.636,8,-4.952,1,0.149,0.0241,0,0.118,0.0793,110.062,audio_features,spotify:track:6prfpNZvYnXROnwwdyD6ql,https://api.spotify.com/v1/tracks/6prfpNZvYnXROnwwdyD6ql,https://api.spotify.com/v1/audio-analysis/6prfpNZvYnXROnwwdyD6ql,78147,4
On est resté à l’hôtel,1jfBSA8KgMLol7Iahnq8wv,4t9yWKvskdidxUSo55qPqm,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Skread,97293,FALSE,35,0.781,0.844,5,-9.105,0,0.0765,0.00593,0.918,0.0946,0.12,105.023,audio_features,spotify:track:4t9yWKvskdidxUSo55qPqm,https://api.spotify.com/v1/tracks/4t9yWKvskdidxUSo55qPqm,https://api.spotify.com/v1/audio-analysis/4t9yWKvskdidxUSo55qPqm,97293,4
Si facile,1jfBSA8KgMLol7Iahnq8wv,7GfmLz1shp0aMwkPYHan0y,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,236733,FALSE,54,0.683,0.326,10,-9.795,1,0.0716,0.885,0,0.132,0.641,96.796,audio_features,spotify:track:7GfmLz1shp0aMwkPYHan0y,https://api.spotify.com/v1/tracks/7GfmLz1shp0aMwkPYHan0y,https://api.spotify.com/v1/audio-analysis/7GfmLz1shp0aMwkPYHan0y,236733,4
Inachevés,1jfBSA8KgMLol7Iahnq8wv,5p9kj8hbofB2EIzwYAqjlb,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Casseurs Flowters,215786,FALSE,56,0.607,0.862,4,-4.848,0,0.306,0.279,0,0.138,0.547,93.059,audio_features,spotify:track:5p9kj8hbofB2EIzwYAqjlb,https://api.spotify.com/v1/tracks/5p9kj8hbofB2EIzwYAqjlb,https://api.spotify.com/v1/audio-analysis/5p9kj8hbofB2EIzwYAqjlb,215787,4
Quand on descend vers le centre,1jfBSA8KgMLol7Iahnq8wv,0jDZcGvyrWKRlQHIaaQ3Bv,Comment c'est loin,1jfBSA8KgMLol7Iahnq8wv,Skread,174693,FALSE,36,0.605,0.689,1,-9.046,1,0.238,0.0066,0.019,0.0556,0.377,74.98,audio_features,spotify:track:0jDZcGvyrWKRlQHIaaQ3Bv,https://api.spotify.com/v1/tracks/0jDZcGvyrWKRlQHIaaQ3Bv,https://api.spotify.com/v1/audio-analysis/0jDZcGvyrWKRlQHIaaQ3Bv,174693,4
All Mosh / No Brain,0oVYMNaxxRcqsMN1HCj5I8,0amgTTnQK7rmkXTUFFRZsY,666-Pack,0oVYMNaxxRcqsMN1HCj5I8,Insanity Alert,92612,FALSE,32,0.309,0.805,2,-6.696,1,0.103,1.3e-5,0.766,0.334,0.593,142.409,audio_features,spotify:track:0amgTTnQK7rmkXTUFFRZsY,https://api.spotify.com/v1/tracks/0amgTTnQK7rmkXTUFFRZsY,https://api.spotify.com/v1/audio-analysis/0amgTTnQK7rmkXTUFFRZsY,92613,4
Thirstkiller,0oVYMNaxxRcqsMN1HCj5I8,3iQfltkx9q6FHkLn9rl1fF,666-Pack,0oVYMNaxxRcqsMN1HCj5I8,Insanity Alert,73412,FALSE,14,0.344,0.91,6,-8.891,1,0.208,8.39e-6,0.827,0.227,0.246,194.947,audio_features,spotify:track:3iQfltkx9q6FHkLn9rl1fF,https://api.spotify.com/v1/tracks/3iQfltkx9q6FHkLn9rl1fF,https://api.spotify.com/v1/audio-analysis/3iQfltkx9q6FHkLn9rl1fF,73413,4
The Body of the Christ is the Parasite,0oVYMNaxxRcqsMN1HCj5I8,3FxI7cQzDCuy0IOs5qYNBu,666-Pack,0oVYMNaxxRcqsMN1HCj5I8,Insanity Alert,103666,FALSE,16,0.357,0.977,6,-5.845,1,0.263,9.61e-6,0.0183,0.389,0.253,192.141,audio_features,spotify:track:3FxI7cQzDCuy0IOs5qYNBu,https://api.spotify.com/v1/tracks/3FxI7cQzDCuy0IOs5qYNBu,https://api.spotify.com/v1/audio-analysis/3FxI7cQzDCuy0IOs5qYNBu,103667,4
Cobra Commander,0oVYMNaxxRcqsMN1HCj5I8,22HO1z7zBWlsmbhWww2BwU,666-Pack,0oVYMNaxxRcqsMN1HCj5I8,Insanity Alert,159000,FALSE,14,0.199,0.93,9,-6.89,0,0.416,1.74e-5,0.429,0.364,0.14,197.923,audio_features,spotify:track:22HO1z7zBWlsmbhWww2BwU,https://api.spotify.com/v1/tracks/22HO1z7zBWlsmbhWww2BwU,https://api.spotify.com/v1/audio-analysis/22HO1z7zBWlsmbhWww2BwU,159000,4
